isin,name,nse_symbol,bse_symbol,cap_bucket,date_of_listing,excluded,exclusion_reason
INE786F01031,Uttam Sugar Mills Limited,UTTAMSUGAR,UTTAMSUGAR,small,2006-04-10,False,
INE152C01025,U. Y. Fincorp Limited,UYFINCORP,UYFINCORP,small,2024-10-03,False,
INE945H01021,V2 Retail Limited,V2RETAIL,V2RETAIL,,2007-07-04,False,
INE694D01016,Vadilal Industries Limited,VADILALIND,VADILALIND,small,2011-06-15,False,
INE693D01018,Vadilal Enterprises Limited,VADILENT,VADILENT,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE884A01027,Vaibhav Global Limited,VAIBHAVGBL,VAIBHAVGBL,small,2004-04-05,False,
INE972X01022,Vaishali Pharma Limited,VAISHALI,,small,2020-01-15,False,
INE051B01021,Vakrangee Limited,VAKRANGEE,VAKRANGEE,small,2006-04-03,False,
INE0JWS01017,Valiant Laboratories Limited,VALIANTLAB,VALIANTLAB,small,2023-10-06,False,
INE565V01010,Valiant Organics Limited,VALIANTORG,VALIANTORG,small,2021-07-23,False,
INE1CDF01017,Vedanta Aluminium Metal Limited,VAML,VAML,,2026-06-15,True,"listed 84 days ago, below the 365-day minimum"
INE116G01013,Vardhman Acrylics Limited,VARDHACRLC,,small,2003-09-30,False,
INE835A01029,Vardhman Polytex Limited,VARDMNPOLY,VARDMNPOLY,small,2003-05-12,False,
INE665L01035,Varroc Engineering Limited,VARROC,VARROC,small,2018-07-06,False,
INE893I01013,Vascon Engineers Limited,VASCONEQ,VASCONEQ,small,2010-02-15,False,
INE574G01013,Shri Vasuprada Plantations Limited,VASUPRADA,VASUPRADA,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE590L01019,Vaswani Industries Limited,VASWANI,VASWANI,small,2011-09-20,False,
INE200M01039,Varun Beverages Limited,VBL,VBL,large,2016-11-08,False,
INE098201036,Vaxtex Cotfab Limited,VCL,,small,2022-04-19,False,
INE359B01010,VEDAVAAG Systems Limited,VEDAVAAG,VEDAVAAG,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE205A01025,Vedanta Limited,VEDL,VEDL,large,1998-05-13,False,
INE694L01019,Vedanta Power Limited,VEDPOWER,VEDPOWER,,2026-06-15,True,name matches Utilities heuristic (unverified)
INE484C01030,Veedol Corporation Limited,VEEDOL,VEEDOL,small,2007-01-16,False,
INE232E01013,Veljan Denison Limited,VELJAN,VELJAN,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE398A01010,Venky's (India) Limited,VENKEYS,VENKEYS,small,2003-07-28,False,
INE781S01027,Ventive Hospitality Limited,VENTIVE,VENTIVE,small,2024-12-30,False,
INE0JA001018,Venus Pipes & Tubes Limited,VENUSPIPES,VENUSPIPES,small,2022-05-24,False,
INE411B01019,Venus Remedies Limited,VENUSREM,VENUSREM,small,2006-12-20,False,
INE0IQ001011,Veranda Learning Solutions Limited,VERANDA,VERANDA,small,2022-04-11,False,
INE188Y01031,Vertoz Limited,VERTOZ,,small,2020-05-14,False,
INE386A01023,Vesuvius India Limited,VESUVIUS,VESUVIUS,small,2002-10-04,False,
INE918N01018,Veto Switchgears And Cables Limited,VETO,VETO,small,2015-04-29,False,
INE761Q01015,Vibrant Global Capital Limited,VGCL,VGCL,small,2026-08-17,True,name matches Financial Services heuristic (unverified)
INE273D01027,VARVEE GLOBAL LIMITED,VGL,VGL,,2006-11-21,False,
INE951I01027,V-Guard Industries Limited,VGUARD,VGUARD,small,2008-03-13,False,
INE701A01023,Vardhman Holdings Limited,VHL,VHL,small,2005-06-30,False,
INE048C01025,Viceroy Hotels Limited,VHLTD,VHLTD,small,2024-04-03,False,
INE048C20025,Viceroy Hotels Ltd-RE,VHLTD-RE1,VHLTD-RE1,,2026-09-03,True,"listed 4 days ago, below the 365-day minimum"
INE632C01026,Vidhi Specialty Food Ingredients Limited,VIDHIING,VIDHIING,small,2016-03-02,False,
INE14UN01029,Vidya Wires Limited,VIDYAWIRES,VIDYAWIRES,small,2025-12-10,True,"listed 271 days ago, below the 365-day minimum"
INE043W01024,Vijaya Diagnostic Centre Limited,VIJAYA,VIJAYA,small,2021-09-14,False,
INE159N01027,Viji Finance Limited,VIJIFIN,VIJIFIN,small,2016-07-11,True,name matches Financial Services heuristic (unverified)
INE362D01010,Vijay Solvex Limited,VIJSOLX,VIJSOLX,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE806A01020,Vikas EcoTech Limited,VIKASECO,VIKASECO,small,2011-12-12,False,
INE161L01027,Vikas Lifecare Limited,VIKASLIFE,VIKASLIFE,small,2019-05-08,False,
INE078V01014,Vikram Solar Limited,VIKRAMSOLR,VIKRAMSOLR,small,2025-08-26,False,
INE01R501028,Vikran Engineering Limited,VIKRAN,VIKRAN,small,2025-09-03,False,
INE579C01029,Vimta Labs Limited,VIMTALABS,VIMTALABS,small,2005-12-15,False,
INE410B01037,Vinati Organics Limited,VINATIORGA,VINATIORGA,small,2009-07-28,False,
INE498Q01014,Vintage Coffee And Beverages Limited,VINCOFE,VINCOFE,small,2024-10-18,False,
INE707A01012,Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL,small,1995-02-08,False,
INE505Y01010,Vineet Laboratories Limited,VINEETLAB,VINEETLAB,small,2021-06-15,False,
INE01KI01027,Vinny Overseas Limited,VINNY,VINNY,small,2022-11-28,False,
INE250B01029,Vinyl Chemicals (India) Limited,VINYLINDIA,VINYLINDIA,small,2008-07-21,False,
INE450G01024,VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG,small,2007-08-06,False,
INE054A01027,VIP Industries Limited,VIPIND,VIPIND,small,2005-03-02,False,
INE946H01037,Vipul Limited,VIPULLTD,VIPULLTD,small,2015-04-23,False,
INE467D01017,Virat Industries Limited,VIRAT,VIRAT,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE539B01017,Virinchi Limited,VIRINCHI,VIRINCHI,small,2023-05-03,False,
INE247C01023,Virtual Global Education Limited,VIRTUALG,VIRTUALG,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE286H01012,VISA Chrome Limited,VISACHROME,VISACHROME,small,2006-03-17,False,
INE392A01021,Visaka Industries Limited,VISAKAIND,VISAKAIND,small,1996-08-28,False,
INE755Q01025,Vishal Fabrics Limited,VISHAL,VISHAL,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE270I01022,Vishnu Chemicals Limited,VISHNU,VISHNU,small,2015-03-05,False,
INE430N01022,Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ,small,2019-10-15,False,
INE1CLE01013,Vedanta Iron and Steel Limited,VISL,VISL,,2026-06-15,True,"listed 84 days ago, below the 365-day minimum"
INE0L4K01016,Vital Chemtech Limited,VITAL,,,2026-03-11,True,"listed 180 days ago, below the 365-day minimum"
INE0MEG01014,Viviana Power Tech Limited,VIVIANA,,,2026-06-02,True,name matches Utilities heuristic (unverified)
INE370E01029,Visagar Polytex Limited,VIVIDHA,VIVIDHA,small,2013-05-21,False,
INE526G01021,Vivimed Labs Limited,VIVIMEDLAB,VIVIMEDLAB,small,2005-08-17,False,
INE380K01017,Vivo Bio Tech Limited,VIVOBIOT,VIVOBIOT,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE807F01027,Viyash Scientific Limited,VIYASH,VIYASH,small,2016-03-10,False,
INE03HW01020,VL E-Governance & IT Solutions Limited,VLEGOV,VLEGOV,small,2023-08-14,False,
INE709A01018,VLS Finance Limited,VLSFINANCE,VLSFINANCE,small,1995-05-25,True,name matches Financial Services heuristic (unverified)
INE665J01013,V-Mart Retail Limited,VMART,VMART,small,2013-02-20,False,
INE01EA01019,Vishal Mega Mart Limited,VMM,VMM,mid,2024-12-18,False,
INE0SJA01013,VMS TMT Limited,VMSTMT,VMSTMT,small,2025-09-24,True,"listed 348 days ago, below the 365-day minimum"
INE0I0T01010,Virtuoso Optoelectronics Limited,VOEPL,VOEPL,small,2026-07-01,True,"listed 68 days ago, below the 365-day minimum"
INE704J01044,Vedanta Oil and Gas Limited,VOGL,VOGL,,2026-06-15,True,name matches Utilities heuristic (unverified)
INE285C01015,Voith Paper Fabrics India Limited,VOITHPAPR,VOITHPAPR,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE540H01012,Voltamp Transformers Limited,VOLTAMP,VOLTAMP,small,2006-09-20,False,
INE226A01021,Voltas Limited,VOLTAS,VOLTAS,mid,1995-04-12,False,
INE0AE001013,Vishnu Prakash R Punglia Limited,VPRPL,VPRPL,small,2023-09-05,False,
INE0S2V01010,Vraj Iron and Steel Limited,VRAJ,VRAJ,small,2024-07-03,False,
INE366I01010,VRL Logistics Limited,VRLLOG,VRLLOG,small,2015-04-30,False,
INE050M01012,Vardhman Special Steels Limited,VSSL,VSSL,small,2012-05-17,False,
INE710A01016,VST Industries Limited,VSTIND,VSTIND,small,2003-09-05,False,
INE0QTF01015,Vibhor Steel Tubes Limited,VSTL,VSTL,small,2024-02-20,False,
INE764D01017,V.S.T Tillers Tractors Limited,VSTTILLERS,VSTTILLERS,small,2011-06-20,False,
INE825A01020,Vardhman Textiles Limited,VTL,VTL,small,2003-01-14,False,
INE222F01029,VTM Limited,VTMLTD,VTMLTD,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE377N01017,Waaree Energies Limited,WAAREEENER,WAAREEENER,mid,2024-10-28,False,
INE866K01023,Indosolar Limited,WAAREEINDO,WAAREEINDO,small,2010-09-29,False,
INE299N01021,Waaree Renewable Technologies Limited,WAAREERTL,WAAREERTL,small,2025-04-09,False,
INE956G01038,VA Tech Wabag Limited,WABAG,WABAG,small,2010-10-13,False,
INE0E7301029,Wakefit Innovations Limited,WAKEFIT,WAKEFIT,small,2025-12-15,True,"listed 266 days ago, below the 365-day minimum"
INE711A01022,Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG,small,1996-09-18,False,
INE107F01022,Wanbury Limited,WANBURY,WANBURY,small,2007-01-29,False,
INE945P01024,Wardwizard Innovations & Mobility Limited,WARDINMOBI,WARDINMOBI,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE054C01015,Waterbase Limited,WATERBASE,WATERBASE,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE0CJF01024,Western Carriers (India) Limited,WCIL,WCIL,small,2024-09-24,False,
INE658T01017,Wealth First Portfolio Managers Limited,WEALTH,WEALTH,small,2021-01-20,False,
INE855C01023,Websol Energy System Limited,WEBELSOLAR,WEBELSOLAR,small,2007-05-15,False,
INE080A01014,Weizmann Limited,WEIZMANIND,WEIZMANIND,small,1995-05-10,False,
INE02WG01024,Wonder Electricals Limited,WEL,WEL,small,2022-01-17,True,name matches Utilities heuristic (unverified)
INE191B01025,Welspun Corp Limited,WELCORP,WELCORP,small,2005-05-24,False,
INE625G01013,Welspun Enterprises Limited,WELENT,WELENT,small,2004-11-04,False,
INE389K01018,Welspun Investments and Commercials Limited,WELINV,WELINV,small,2010-09-20,False,
INE731F01037,Welspun Specialty Solutions Limited,WELSPLSOL,WELSPLSOL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE192B01031,Welspun Living Limited,WELSPUNLIV,WELSPUNLIV,small,2003-12-04,False,
INE274C01019,Wendt (India) Limited,WENDT,WENDT,small,2006-08-07,False,
INE274F01020,WESTLIFE FOODWORLD LIMITED,WESTLIFE,WESTLIFE,small,2023-06-05,False,
INE082W01014,WE WIN LIMITED,WEWIN,WEWIN,small,2022-06-15,False,
INE085001019,WeWork India Management Limited,WEWORK,WEWORK,small,2025-10-10,True,"listed 332 days ago, below the 365-day minimum"
INE855A01019,WH Brady & Company Limited,WHBRADY,WHBRADY,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE715A01015,Wheels India Limited,WHEELS,WHEELS,small,2000-04-07,False,
INE716A01013,Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL,small,2010-04-06,False,
INE210A01017,Williamson Magor & Company Limited,WILLAMAGOR,WILLAMAGOR,small,1995-02-08,False,
INE0H5O01029,Windlas Biotech Limited,WINDLAS,WINDLAS,small,2021-08-16,False,
INE052A01021,Windsor Machines Limited,WINDMACHIN,WINDMACHIN,small,2011-08-17,False,
INE215F01023,The Western India Plywoods Limited,WIPL,,small,2017-04-17,False,
INE075A01022,Wipro Limited,WIPRO,WIPRO,large,1995-11-08,False,
INE049B01025,Wockhardt Limited,WOCKPHARMA,WOCKPHARMA,small,2000-02-23,False,
INE066O01014,Wonderla Holidays Limited,WONDERLA,WONDERLA,small,2014-05-09,False,
INE196Y01018,Worth Peripherals Limited,WORTHPERI,WORTHPERI,small,2020-08-04,False,
